region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
charlotte,1998,chevrolet,good,8 cylinders,gas,176156,clean,manual,4wd,full-size,SUV,red,nc,8610.109123280621,7697.0,2268
billings,2011,chevrolet,excellent,8 cylinders,gas,118663,clean,automatic,rwd,full-size,truck,black,mt,18663.19255065662,5956.0,2289
binghamton,2017,jeep,excellent,6 cylinders,diesel,29966,rebuilt,automatic,4wd,full-size,truck,black,ny,37689.53122957726,36661.0,2294
springfield,2015,ram,excellent,6 cylinders,diesel,178261,clean,automatic,4wd,full-size,truck,black,il,29222.071112225996,33535.0,2305
springfield,2012,ford,excellent,8 cylinders,gas,70947,clean,automatic,4wd,full-size,SUV,white,il,21444.88218876318,11169.0,2314
richmond,2016,honda,excellent,4 cylinders,gas,119660,clean,automatic,fwd,mid-size,SUV,blue,va,12596.7494557912,8371.0,2322
wausau,2013,mercedes-benz,excellent,6 cylinders,gas,51313,clean,automatic,fwd,mid-size,sedan,red,wi,13987.083379525924,12560.0,2336
kennewick-pasco-richland,2015,nissan,fair,4 cylinders,gas,245176,rebuilt,automatic,fwd,compact,sedan,silver,wa,4413.509202430258,6118.0,2345
phoenix,2009,toyota,excellent,6 cylinders,gas,119223,rebuilt,automatic,rwd,mid-size,SUV,white,az,14093.958895514137,20015.0,2383
flint,2002,bmw,excellent,6 cylinders,gas,141537,clean,automatic,rwd,full-size,coupe,silver,mi,10047.382735191262,16758.0,2392
rochester,2004,bmw,excellent,6 cylinders,gas,79077,salvage,automatic,4wd,mid-size,SUV,black,ny,14336.851581878786,7513.0,2396
rhode island,2013,bmw,excellent,6 cylinders,gas,47768,clean,automatic,fwd,mid-size,coupe,black,ri,15894.241074986989,48710.0,2404
boise,1999,ram,like new,8 cylinders,diesel,97836,clean,automatic,4wd,full-size,pickup,silver,id,23813.836720075808,22085.0,2406
central NJ,2005,ford,excellent,4 cylinders,-1,93745,clean,automatic,rwd,compact,sedan,silver,nj,9271.832426866866,5525.0,2408
fredericksburg,2005,ford,excellent,4 cylinders,gas,256302,clean,automatic,fwd,mid-size,SUV,black,va,6818.414740857086,7015.0,2415
prescott,1985,ford,excellent,4 cylinders,gas,111058,clean,automatic,rwd,compact,sedan,green,az,8983.920729885926,11256.0,2418
colorado springs,2012,ford,excellent,4 cylinders,gas,96260,clean,other,fwd,compact,sedan,silver,co,8972.699090076843,24702.0,2423
space coast,2009,chevrolet,like new,4 cylinders,gas,105463,clean,automatic,fwd,mid-size,sedan,red,fl,9773.907288195915,6204.0,2430
rhode island,2005,chevrolet,good,8 cylinders,gas,123276,lien,automatic,4wd,full-size,SUV,blue,ri,9754.434694653726,4345.0,2438
bakersfield,2008,honda,good,4 cylinders,gas,149789,clean,automatic,fwd,mid-size,sedan,white,ca,6129.016047848738,2886.0,2444
merced,1992,ford,good,3 cylinders,gas,100440,clean,manual,fwd,compact,coupe,black,ca,10006.559155554743,4434.0,2446
denver,2003,buick,good,4 cylinders,gas,95850,rebuilt,automatic,fwd,mid-size,SUV,black,co,7829.740960838622,2621.0,2465
orlando,2001,nissan,like new,6 cylinders,gas,90976,clean,automatic,fwd,full-size,van,blue,fl,9379.569031499675,5246.0,2470
toledo,2003,ford,good,8 cylinders,-1,84838,-1,manual,rwd,full-size,-1,green,oh,8064.6450160007225,4662.0,2472
fredericksburg,2011,toyota,excellent,6 cylinders,gas,101684,clean,manual,fwd,full-size,SUV,black,va,11231.982840476267,7345.0,2477
kennewick-pasco-richland,1985,cadillac,fair,8 cylinders,gas,339693,clean,manual,4wd,full-size,SUV,green,wa,3671.4682369447546,3104.0,2482
milwaukee,2011,nissan,like new,4 cylinders,gas,126342,lien,automatic,4wd,mid-size,SUV,black,wi,14565.767757686088,14302.0,2486
knoxville,2009,toyota,fair,6 cylinders,gas,105371,clean,manual,rwd,mid-size,SUV,silver,tn,8024.711136488593,10457.0,2498
shreveport,2014,ford,excellent,6 cylinders,gas,105639,clean,automatic,fwd,mid-size,sedan,black,-1,11471.157794291386,26947.0,2533
south jersey,2015,hyundai,excellent,6 cylinders,gas,217874,clean,automatic,fwd,mid-size,sedan,silver,nj,6775.02897987538,6829.0,2534
new orleans,1956,ford,excellent,8 cylinders,gas,3697,clean,other,rwd,full-size,coupe,black,la,25893.169026530697,35247.0,2548
youngstown,2009,bmw,excellent,6 cylinders,gas,116098,clean,automatic,fwd,mid-size,coupe,black,-1,10138.581354247755,2237.0,2586
detroit metro,2015,bmw,excellent,6 cylinders,gas,150394,clean,automatic,fwd,mid-size,SUV,silver,mi,11440.373827709118,6746.0,2589
"washington, DC",2015,honda,like new,4 cylinders,gas,63294,salvage,automatic,fwd,compact,sedan,black,dc,10841.858109440887,15656.0,2591
south jersey,2010,buick,excellent,4 cylinders,gas,123156,clean,automatic,fwd,mid-size,sedan,blue,nj,8462.664952486986,4972.0,2592
bakersfield,2014,chevrolet,excellent,4 cylinders,gas,27746,clean,automatic,fwd,full-size,sedan,black,ca,17770.859317146474,20750.0,2604
SF bay area,2010,toyota,excellent,4 cylinders,gas,138853,clean,manual,4wd,mid-size,wagon,green,ca,9139.035857842304,7556.0,2607
"st louis, MO",2012,volvo,excellent,6 cylinders,gas,66132,clean,automatic,4wd,full-size,SUV,black,mo,18502.823769941635,8873.0,2618
denver,2002,ford,fair,6 cylinders,gas,103607,clean,automatic,4wd,mid-size,SUV,silver,co,8164.373230671859,5609.0,2632
baltimore,2008,ram,excellent,8 cylinders,diesel,258473,clean,automatic,rwd,full-size,pickup,white,md,15815.449511964223,5049.0,2638
eastern kentucky,2009,ford,fair,4 cylinders,gas,312457,clean,automatic,fwd,full-size,sedan,red,ky,3353.784500738955,5431.0,2661
atlanta,2007,jeep,excellent,6 cylinders,-1,172903,clean,automatic,4wd,full-size,offroad,black,ga,11946.257846050314,12143.0,2669
kennewick-pasco-richland,1989,ford,fair,4 cylinders,gas,155889,clean,other,fwd,mid-size,sedan,green,wa,4247.611742074718,3828.0,2688
indianapolis,2014,audi,excellent,6 cylinders,gas,111634,rebuilt,automatic,4wd,full-size,SUV,black,in,17601.886283766187,42069.0,2698
los angeles,2012,bmw,excellent,6 cylinders,gas,19526,salvage,automatic,4wd,mid-size,SUV,black,-1,24872.696030515886,17460.0,2703
cincinnati,2005,honda,excellent,6 cylinders,gas,159339,clean,other,4wd,mid-size,SUV,black,oh,9673.011081885896,20732.0,2710
bellingham,1999,lincoln,fair,6 cylinders,gas,155129,missing,other,fwd,full-size,SUV,black,-1,4516.83949820546,3414.0,2714
nashville,2016,jeep,like new,6 cylinders,gas,60693,rebuilt,manual,4wd,mid-size,SUV,black,tn,25440.43179717072,8570.0,2715
nashville,2011,bmw,good,6 cylinders,gas,156040,clean,automatic,4wd,mid-size,SUV,silver,tn,11118.682711042697,14349.0,2749
lincoln,2010,ford,excellent,6 cylinders,gas,159767,clean,automatic,4wd,full-size,truck,silver,ne,16249.14245982212,3904.0,2756
philadelphia,2011,toyota,excellent,4 cylinders,gas,101546,clean,automatic,fwd,mid-size,sedan,black,pa,8709.704602711136,7165.0,2770
philadelphia,2015,gmc,excellent,6 cylinders,gas,171106,clean,automatic,4wd,full-size,SUV,grey,pa,14944.54950734065,17687.0,2771
milwaukee,2013,kia,like new,4 cylinders,gas,65306,clean,automatic,fwd,compact,sedan,silver,wi,9360.34445229196,4270.0,2792
minneapolis / st paul,2010,nissan,excellent,6 cylinders,gas,94351,clean,automatic,fwd,mid-size,sedan,blue,mn,9515.906564248959,4959.0,2802
east oregon,2012,ford,excellent,8 cylinders,diesel,156904,clean,automatic,4wd,full-size,truck,black,or,22522.206334888237,36202.0,2804
indianapolis,2007,chevrolet,excellent,8 cylinders,diesel,110126,clean,manual,4wd,full-size,truck,black,-1,19162.44027952978,15478.0,2814
new orleans,2017,buick,excellent,6 cylinders,gas,100329,clean,automatic,fwd,mid-size,sedan,black,la,13220.924406673992,8424.0,2816
"washington, DC",1983,chevrolet,good,8 cylinders,gas,76282,clean,automatic,rwd,full-size,sedan,black,dc,10648.01115496864,4989.0,2843
hawaii,2002,ford,like new,6 cylinders,gas,93574,clean,automatic,rwd,full-size,other,green,hi,11241.094265761902,6937.0,2846
san diego,2013,honda,excellent,4 cylinders,gas,65136,clean,automatic,fwd,full-size,van,blue,-1,13500.780842259759,6677.0,2855
fresno / madera,2019,ford,like new,4 cylinders,gas,77222,rebuilt,automatic,fwd,mid-size,sedan,blue,ca,17037.098787635798,18803.0,2871
palm springs,2008,bmw,excellent,6 cylinders,gas,75578,clean,manual,rwd,compact,sedan,black,ca,11452.731869928888,5337.0,2873
norfolk / hampton roads,1999,honda,fair,6 cylinders,gas,139917,clean,manual,fwd,compact,coupe,silver,va,4106.139195606462,1629.0,2879
las vegas,2013,bmw,excellent,6 cylinders,gas,81898,clean,automatic,rwd,full-size,coupe,blue,nv,16518.97759007872,5912.0,2885
san antonio,2006,buick,excellent,6 cylinders,-1,112673,clean,automatic,fwd,mid-size,SUV,white,tx,9184.33606746589,7277.0,2898
north jersey,2017,ford,excellent,6 cylinders,gas,35301,clean,automatic,4wd,mid-size,SUV,black,nj,29360.755491582386,29191.0,2900
orlando,2014,kia,like new,4 cylinders,gas,104413,clean,automatic,fwd,full-size,sedan,black,fl,9385.133529117564,5816.0,2910
rochester,2006,ford,excellent,8 cylinders,gas,216944,clean,manual,4wd,full-size,SUV,white,ny,9384.300030535436,6420.0,2921
holland,2001,ram,excellent,6 cylinders,diesel,140148,clean,automatic,4wd,full-size,truck,green,mi,17649.31553745654,36412.0,2969
poconos,2012,toyota,excellent,4 cylinders,gas,283645,clean,automatic,fwd,mid-size,hatchback,silver,pa,6585.6125040187035,9173.0,2985
wyoming,2008,buick,excellent,4 cylinders,gas,29855,rebuilt,automatic,fwd,mid-size,sedan,black,wy,13163.181080215028,7973.0,2998
stockton,2008,gmc,excellent,8 cylinders,gas,140630,clean,automatic,4wd,mid-size,pickup,black,ca,14651.058694724343,21875.0,2999
norfolk / hampton roads,2004,ford,good,4 cylinders,gas,105272,clean,automatic,rwd,mid-size,pickup,white,va,11391.930673227063,6993.0,3006
eugene,2020,ford,like new,8 cylinders,gas,4244,clean,other,rwd,mid-size,coupe,blue,or,30213.671057117812,18349.0,3007
elmira-corning,2017,honda,excellent,4 cylinders,gas,186249,clean,automatic,fwd,compact,sedan,blue,ny,8508.83723724843,4683.0,3013
lexington,2003,bmw,excellent,4 cylinders,gas,135708,clean,manual,fwd,compact,coupe,blue,ky,6853.068071863032,6968.0,3037
bozeman,2015,chevrolet,excellent,4 cylinders,gas,147508,salvage,automatic,fwd,full-size,hatchback,green,mt,9801.866536381654,19379.0,3058
raleigh / durham / CH,2011,chevrolet,good,8 cylinders,gas,24592,rebuilt,automatic,rwd,full-size,SUV,white,nc,22335.786452777917,24184.0,3076
las vegas,2005,mercury,fair,6 cylinders,gas,172020,clean,automatic,fwd,full-size,mini-van,white,nv,4150.960875157616,1494.0,3085
north jersey,2010,ford,excellent,4 cylinders,gas,115788,clean,automatic,fwd,mid-size,sedan,white,nj,10706.356333615491,13829.0,3092
san diego,2015,gmc,good,6 cylinders,gas,26569,clean,automatic,4wd,full-size,SUV,black,-1,26474.082112634787,31483.0,3095
syracuse,2012,hyundai,good,4 cylinders,gas,195002,clean,automatic,fwd,mid-size,sedan,silver,ny,5235.684385927627,4362.0,3096
jacksonville,2009,ford,excellent,4 cylinders,gas,158009,clean,automatic,fwd,mid-size,sedan,grey,fl,8246.517241817317,7032.0,3119
boise,2016,kia,excellent,4 cylinders,-1,102523,rebuilt,automatic,fwd,mid-size,SUV,black,id,14501.144947899214,19596.0,3123
hawaii,2016,volkswagen,like new,4 cylinders,gas,9568,clean,automatic,fwd,mid-size,sedan,grey,-1,15049.63336233818,18008.0,3125
twin falls,2008,honda,excellent,4 cylinders,gas,92172,lien,automatic,fwd,compact,sedan,silver,-1,6871.821350388578,5547.0,3127
duluth / superior,2014,chevrolet,excellent,6 cylinders,gas,90767,clean,automatic,fwd,mid-size,SUV,white,mn,16093.508749203465,8643.0,3129
las vegas,2016,bmw,like new,6 cylinders,gas,24971,clean,automatic,rwd,full-size,SUV,black,nv,31797.556600274227,28074.0,3180
stockton,2009,kia,excellent,4 cylinders,gas,72685,clean,automatic,fwd,full-size,sedan,black,ca,10827.187312871567,15206.0,3190
richmond,1976,dodge,good,8 cylinders,gas,76381,clean,automatic,rwd,full-size,coupe,blue,va,11914.902602335787,5775.0,3191
rhode island,2010,bmw,excellent,6 cylinders,gas,119131,clean,automatic,fwd,mid-size,SUV,black,ri,11286.19719535322,13784.0,3198
south bend / michiana,2013,chevrolet,excellent,6 cylinders,gas,101997,clean,automatic,fwd,mid-size,coupe,white,in,13102.218127653236,8690.0,3211
north dakota,2006,chevrolet,excellent,8 cylinders,gas,94518,clean,automatic,rwd,full-size,SUV,blue,nd,13125.612637914543,6991.0,3214
new york city,2013,toyota,good,4 cylinders,gas,171369,rebuilt,automatic,fwd,mid-size,sedan,white,ny,7079.252081880579,12017.0,3217
central NJ,2004,buick,fair,6 cylinders,gas,313306,clean,automatic,rwd,full-size,SUV,blue,-1,4077.3374404091155,4531.0,3237
hawaii,2016,ford,excellent,4 cylinders,gas,11159,clean,other,fwd,full-size,sedan,black,hi,21666.27760924981,11873.0,3297
mankato,2010,buick,like new,4 cylinders,gas,81726,clean,automatic,fwd,mid-size,sedan,black,-1,10002.241028921911,34992.0,3298
madison,2012,jeep,excellent,6 cylinders,gas,127268,clean,automatic,fwd,full-size,SUV,green,wi,10553.355300833471,4548.0,3305
yuba-sutter,2000,bmw,excellent,8 cylinders,gas,126646,clean,automatic,rwd,full-size,SUV,orange,ca,10656.82985821215,4227.0,3311
albuquerque,2006,audi,good,4 cylinders,gas,167906,clean,automatic,fwd,compact,hatchback,green,-1,3830.797242692788,20039.0,3330
bend,2002,toyota,good,4 cylinders,gas,170914,rebuilt,automatic,fwd,mid-size,coupe,silver,or,5326.267139042146,2665.0,3339
medford-ashland,1991,gmc,fair,8 cylinders,diesel,202110,clean,manual,4wd,full-size,truck,silver,or,9449.694958663895,21304.0,3346
space coast,2011,ram,good,6 cylinders,diesel,194774,clean,automatic,fwd,full-size,pickup,silver,fl,14408.781062841648,4363.0,3353
greenville / upstate,2015,chevrolet,excellent,8 cylinders,gas,43009,clean,automatic,4wd,full-size,SUV,blue,-1,27345.57361113996,69344.0,3359
el paso,2012,saturn,like new,4 cylinders,gas,106380,salvage,automatic,fwd,compact,sedan,black,tx,8646.980957877124,9331.0,3363
philadelphia,2010,ram,like new,6 cylinders,diesel,24448,clean,automatic,4wd,full-size,SUV,black,pa,29897.08753449068,23755.0,3375
dallas / fort worth,1998,bmw,excellent,6 cylinders,gas,126898,rebuilt,automatic,4wd,mid-size,SUV,black,tx,13893.667770061991,3617.0,3386
phoenix,2018,dodge,excellent,6 cylinders,gas,157109,clean,automatic,fwd,mid-size,sedan,white,az,13681.4546569644,13865.0,3412
kalispell,2016,toyota,like new,6 cylinders,gas,148657,clean,automatic,4wd,full-size,SUV,black,mt,18659.79117528186,28045.0,3423
las vegas,2012,nissan,excellent,6 cylinders,gas,164454,clean,automatic,fwd,mid-size,SUV,silver,nv,9754.857507255161,9973.0,3426
tucson,2012,chevrolet,excellent,4 cylinders,gas,139078,clean,automatic,fwd,full-size,sedan,green,az,8996.9957234459,15713.0,3436
port huron,2003,ford,salvage,8 cylinders,-1,155228,salvage,automatic,4wd,full-size,sedan,blue,mi,6185.124904778204,1925.0,3438
mcallen / edinburg,2010,jeep,excellent,6 cylinders,gas,77858,clean,automatic,4wd,full-size,SUV,red,tx,16375.555091181479,15916.0,3464
SF bay area,2008,ford,excellent,6 cylinders,diesel,174898,-1,automatic,4wd,full-size,-1,red,ca,16291.82993809355,35693.0,3466
daytona beach,2012,ford,excellent,4 cylinders,gas,128467,clean,automatic,fwd,full-size,sedan,black,fl,10344.38855905109,8699.0,3484
"st louis, MO",2009,bmw,excellent,6 cylinders,gas,125671,clean,automatic,fwd,compact,coupe,blue,mo,8736.6718392357,13817.0,3495
pueblo,2021,subaru,like new,4 cylinders,gas,10456,clean,manual,rwd,mid-size,coupe,green,co,22120.284632068535,20864.0,3502
seattle-tacoma,2006,honda,excellent,6 cylinders,gas,146079,clean,automatic,fwd,full-size,sedan,green,wa,5478.469502960448,4012.0,3516
el paso,2013,bmw,like new,6 cylinders,gas,83995,clean,automatic,rwd,mid-size,sedan,black,tx,17329.219316536793,17759.0,3517
los angeles,1987,ford,good,8 cylinders,gas,123417,clean,automatic,4wd,full-size,truck,black,ca,13615.396946761175,6784.0,3521
bozeman,1996,gmc,excellent,8 cylinders,gas,185162,clean,automatic,4wd,full-size,SUV,black,mt,11028.78072392603,2706.0,3523
eugene,2014,cadillac,excellent,6 cylinders,gas,147831,salvage,automatic,fwd,mid-size,sedan,black,or,10128.536216089735,3141.0,3528
hawaii,2008,kia,like new,4 cylinders,gas,89860,clean,automatic,fwd,mid-size,sedan,black,hi,8275.137083389214,6224.0,3529
louisville,2012,audi,excellent,6 cylinders,gas,80687,clean,automatic,fwd,mid-size,coupe,silver,-1,12663.727986721555,20766.0,3540
inland empire,1977,jaguar,like new,8 cylinders,gas,90972,clean,automatic,rwd,mid-size,coupe,blue,ca,15491.78495730058,16517.0,3550
north jersey,2013,ford,excellent,6 cylinders,diesel,106544,clean,automatic,4wd,full-size,SUV,black,nj,20596.84967077308,10426.0,3551
cedar rapids,2001,gmc,good,8 cylinders,diesel,187334,clean,automatic,4wd,full-size,truck,black,ia,13343.964793042629,21179.0,3556
spokane / coeur d'alene,2005,toyota,good,4 cylinders,gas,184098,clean,automatic,fwd,mid-size,hatchback,black,id,4604.151263539097,6756.0,3560
hartford,2016,hyundai,like new,4 cylinders,gas,104880,clean,manual,fwd,mid-size,sedan,black,ct,9015.663014509017,4510.0,3582
spokane / coeur d'alene,2011,chevrolet,excellent,4 cylinders,gas,121920,salvage,automatic,fwd,mid-size,sedan,blue,id,10166.252438657219,7467.0,3595
atlanta,2000,mercury,fair,8 cylinders,gas,214784,clean,manual,fwd,full-size,coupe,brown,-1,2043.1465635179775,2956.0,3596
grand rapids,2000,ford,excellent,8 cylinders,gas,97427,clean,automatic,4wd,full-size,truck,black,mi,18802.310125929653,17818.0,3602
new york city,2017,audi,excellent,4 cylinders,gas,27009,rebuilt,automatic,fwd,mid-size,sedan,black,ny,20651.4122995215,14827.0,3609
albuquerque,1992,ford,good,8 cylinders,gas,173745,clean,automatic,fwd,full-size,truck,blue,nm,7404.536348372116,5850.0,3612
lakeland,2006,ford,excellent,6 cylinders,gas,156140,clean,manual,4wd,full-size,truck,white,fl,14268.128148614778,14973.0,3635
southwest VA,2018,bmw,like new,6 cylinders,gas,41221,rebuilt,automatic,rwd,mid-size,coupe,black,va,29346.633075942926,24306.0,3642
billings,2006,ford,good,6 cylinders,gas,174893,clean,automatic,fwd,full-size,wagon,green,mt,4308.48712721013,2394.0,3643
rochester,2010,ford,excellent,6 cylinders,gas,126167,rebuilt,automatic,rwd,mid-size,sedan,black,ny,14246.725742155919,26991.0,3646
jacksonville,2005,toyota,good,4 cylinders,gas,142714,salvage,automatic,fwd,mid-size,sedan,silver,-1,4849.561984002939,7579.0,3647
st cloud,2003,ford,fair,8 cylinders,gas,206045,-1,manual,rwd,mid-size,-1,red,mn,4868.470961373649,5910.0,3648
worcester / central MA,1985,ram,excellent,8 cylinders,diesel,205602,clean,manual,4wd,full-size,truck,green,ma,14961.901167962817,18641.0,3657
greensboro,2015,bmw,excellent,4 cylinders,gas,118066,clean,automatic,fwd,compact,sedan,blue,nc,10089.245539719472,33189.0,3660
central NJ,2012,ram,good,8 cylinders,diesel,110392,-1,automatic,4wd,full-size,-1,black,nj,23477.321753986413,13434.0,3670
tulsa,2016,ford,excellent,4 cylinders,gas,38706,rebuilt,automatic,4wd,full-size,other,grey,ok,27421.406576423207,37261.0,3693
tallahassee,2011,honda,excellent,4 cylinders,gas,40898,clean,automatic,fwd,full-size,sedan,silver,fl,12676.381792349974,1412.0,3695
rochester,2001,chevrolet,excellent,6 cylinders,diesel,79263,clean,automatic,4wd,full-size,SUV,black,ny,21501.176619510923,7727.0,3716
spokane / coeur d'alene,2012,kia,excellent,6 cylinders,gas,109465,clean,automatic,fwd,full-size,SUV,black,id,11822.29613749095,7213.0,3726
eastern panhandle,2006,mercedes-benz,excellent,6 cylinders,gas,118659,rebuilt,automatic,fwd,full-size,SUV,red,wv,8586.454513015575,3764.0,3734
new york city,2017,bmw,excellent,6 cylinders,gas,78174,clean,automatic,fwd,compact,coupe,orange,ny,15287.158386111492,8128.0,3735
reno / tahoe,2019,lexus,like new,6 cylinders,gas,173781,rebuilt,automatic,fwd,mid-size,sedan,silver,ca,12914.751959523419,20120.0,3738
tucson,2011,ford,like new,4 cylinders,gas,68871,clean,manual,fwd,mid-size,sedan,black,az,12798.562716052169,7088.0,3749
las vegas,2000,buick,excellent,6 cylinders,gas,111166,clean,automatic,fwd,full-size,SUV,red,nv,8721.369674464513,2133.0,3772
pueblo,2006,ford,fair,8 cylinders,gas,171613,clean,manual,fwd,full-size,pickup,green,co,3236.3360138620483,4916.0,3776
austin,2005,ford,excellent,6 cylinders,gas,148292,clean,automatic,4wd,full-size,SUV,black,tx,10903.564028278342,9099.0,3784
pullman / moscow,2017,chevrolet,like new,4 cylinders,gas,38192,lien,automatic,4wd,full-size,SUV,black,wa,30577.48945255921,21618.0,3811
medford-ashland,2005,bmw,like new,6 cylinders,gas,58688,clean,manual,fwd,mid-size,coupe,silver,or,10715.333465579723,3841.0,3819
grand forks,2018,jeep,like new,6 cylinders,gas,16606,-1,automatic,4wd,full-size,-1,blue,-1,33082.07589154848,30204.0,3832
charlotte,2010,chevrolet,like new,6 cylinders,gas,116675,clean,automatic,fwd,mid-size,pickup,grey,nc,14193.865209380398,1137.0,3840
denver,2004,jeep,excellent,6 cylinders,gas,156727,clean,manual,4wd,full-size,pickup,green,co,10570.671342385118,17247.0,3846
new haven,2011,toyota,excellent,8 cylinders,gas,234245,rebuilt,automatic,4wd,full-size,SUV,black,ct,10428.146826962242,4704.0,3848
philadelphia,2012,honda,excellent,4 cylinders,gas,99987,clean,automatic,fwd,full-size,sedan,custom,-1,8502.113444859395,5787.0,3850
billings,2005,toyota,excellent,6 cylinders,gas,174156,clean,automatic,fwd,mid-size,pickup,silver,-1,9049.09983713401,11854.0,3868
fort wayne,2004,mercury,excellent,6 cylinders,gas,106870,clean,automatic,fwd,full-size,sedan,black,in,6083.822418351076,6933.0,3871
cedar rapids,2007,ram,excellent,6 cylinders,diesel,161798,clean,automatic,4wd,full-size,truck,black,-1,22241.816096051945,35988.0,3876
bozeman,1984,bmw,excellent,6 cylinders,gas,109269,rebuilt,automatic,fwd,mid-size,coupe,green,mt,8068.917187058483,4666.0,3880
susanville,2014,volkswagen,excellent,4 cylinders,gas,89619,clean,manual,fwd,mid-size,SUV,blue,ca,11029.023489784158,19434.0,3889
eastern CT,2008,gmc,excellent,6 cylinders,diesel,109602,clean,automatic,4wd,full-size,truck,black,ct,18561.425886993646,5049.0,3910
des moines,2018,ford,like new,6 cylinders,diesel,132676,clean,automatic,4wd,full-size,truck,white,-1,33565.410999252694,57398.0,3916
phoenix,2012,chevrolet,excellent,4 cylinders,gas,68711,clean,automatic,fwd,mid-size,sedan,green,az,12731.376777938567,6980.0,3917
flagstaff / sedona,2008,ford,fair,6 cylinders,gas,161753,clean,automatic,fwd,compact,coupe,green,az,3853.375888866489,7648.0,3919
nashville,1987,dodge,fair,6 cylinders,gas,211512,clean,automatic,fwd,full-size,SUV,blue,tn,4381.93561915902,3710.0,3924
charlotte,2010,honda,excellent,6 cylinders,gas,101530,clean,automatic,fwd,full-size,sedan,black,nc,9323.487652786309,5859.0,3930
rochester,2016,jeep,excellent,4 cylinders,gas,81018,clean,automatic,4wd,mid-size,SUV,blue,ny,21723.768809012778,25437.0,3933
binghamton,2011,mitsubishi,fair,4 cylinders,gas,120681,clean,automatic,fwd,full-size,sedan,black,ny,6364.761481641093,3419.0,3942
east oregon,2008,acura,excellent,6 cylinders,gas,133511,clean,manual,fwd,mid-size,sedan,silver,or,6009.736156696803,2342.0,3951
knoxville,2011,bmw,like new,6 cylinders,gas,72233,clean,automatic,rwd,compact,coupe,silver,-1,17267.267484323762,6023.0,3963
pittsburgh,2017,dodge,excellent,6 cylinders,gas,12757,clean,manual,rwd,mid-size,coupe,grey,pa,26941.310492987046,19505.0,3973
detroit metro,2012,bmw,excellent,6 cylinders,gas,127816,clean,automatic,fwd,compact,sedan,blue,mi,9084.355822386453,5078.0,4003
central NJ,2012,ford,excellent,4 cylinders,gas,142848,clean,automatic,fwd,mid-size,sedan,blue,nj,9906.10002576583,7833.0,4018
albany,1971,cadillac,excellent,6 cylinders,gas,87436,clean,manual,rwd,mid-size,sedan,white,ny,14973.761544481269,15628.0,4026
columbia,1989,ford,fair,6 cylinders,gas,190960,clean,manual,4wd,full-size,SUV,red,sc,5859.325232303119,5159.0,4033
cape cod / islands,2007,chevrolet,like new,6 cylinders,gas,98049,rebuilt,automatic,rwd,mid-size,SUV,white,ma,14866.650467004452,14214.0,4036
billings,2011,ram,like new,6 cylinders,diesel,169300,rebuilt,automatic,4wd,full-size,truck,blue,mt,26601.090247490676,18867.0,4049
cape cod / islands,2007,ford,good,6 cylinders,gas,135677,clean,automatic,fwd,full-size,SUV,silver,ma,6227.689449424273,7436.0,4076
northwest CT,2007,gmc,fair,8 cylinders,gas,198573,clean,manual,fwd,full-size,truck,silver,ct,4717.200562085374,1575.0,4077
albany,2007,ford,good,6 cylinders,gas,140371,clean,automatic,rwd,full-size,truck,white,ny,11760.500585404574,38594.0,4092
greenville / upstate,2016,ford,like new,6 cylinders,gas,12442,rebuilt,automatic,rwd,full-size,van,blue,sc,37461.19221211341,32257.0,4097
eastern CT,1996,buick,fair,6 cylinders,gas,149901,clean,automatic,fwd,mid-size,sedan,green,-1,4669.946778598358,3265.0,4104
hickory / lenoir,2008,buick,excellent,4 cylinders,gas,129676,clean,automatic,fwd,mid-size,SUV,red,-1,8327.074324474088,14287.0,4107
philadelphia,2011,chevrolet,fair,8 cylinders,gas,144850,clean,manual,rwd,full-size,coupe,silver,pa,8333.967178328196,3013.0,4111
williamsport,2013,bmw,excellent,4 cylinders,gas,108526,clean,other,4wd,full-size,SUV,silver,pa,14690.004901751585,9503.0,4117
fayetteville,2004,volkswagen,good,4 cylinders,gas,181801,clean,automatic,fwd,compact,hatchback,silver,nc,3214.243389344192,4389.0,4139
"washington, DC",2016,ram,excellent,8 cylinders,diesel,91381,clean,automatic,4wd,full-size,truck,white,dc,35883.06988809747,30852.0,4153
medford-ashland,2014,jeep,excellent,6 cylinders,gas,101434,lien,automatic,4wd,full-size,SUV,black,or,18314.719625051774,32530.0,4170
milwaukee,1999,bmw,fair,8 cylinders,gas,280067,clean,manual,fwd,mid-size,sedan,black,wi,2892.582923775888,2398.0,4171
new hampshire,2011,bmw,excellent,6 cylinders,gas,114268,clean,automatic,fwd,full-size,SUV,red,nh,10992.991233192093,2059.0,4180
new york city,2011,volkswagen,excellent,4 cylinders,-1,107857,lien,automatic,fwd,mid-size,SUV,silver,ny,10206.67342028179,9346.0,4183
cincinnati,2008,mazda,excellent,4 cylinders,gas,118605,rebuilt,automatic,fwd,mid-size,sedan,white,oh,7800.328123152605,4371.0,4189
buffalo,2014,ford,like new,4 cylinders,gas,66213,clean,automatic,fwd,full-size,sedan,black,ny,14039.934108875925,8475.0,4217
yakima,2015,toyota,good,6 cylinders,-1,241133,clean,automatic,fwd,mid-size,hatchback,silver,wa,6318.006906813243,3550.0,4221
